,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SUNPHARMA.NS,TATACONSUM.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,WIPRO.NS
BRITANNIA.NS,0.11730504975492838,0.15747921593424333,0.17955741905962963,0.3410083580002909,0.18256783717589534,0.18760663503625077,0.21811327965583915,0.22680645864119295,0.16225917164097353,0.14988531646461764,1.0,0.098665427261646,0.03577509752311443,0.0722754910761889,0.12459511749986023,0.2529218848516134,0.2498206559124532,0.15327930734158307,0.16072835216530093,0.23784686125910207,0.05143151476500212,0.4887237301745358,0.1581127471170028,0.12416675791672294,0.138467630052075,0.12015390572679564,0.32126719071973986,0.152372679371628,0.19896910158586942,0.18700661053692974,0.21073768092999248,0.21614089034554246,0.497404159239743,0.08926930969303094,-0.028036358747352993,0.08417237071709656,0.17141751614841724,0.16691421104444693,0.12273665045003464,0.22966432981123813,0.1638132302948319,0.41365627939038047,0.11402654199385501,0.17409758980272233,0.1092930778367096,0.23557095383264803,0.25398587840746145,0.155046213787634,0.14557701124343625
CIPLA.NS,0.11876053133236969,0.15203765569577352,0.23153217750901384,0.13338469415717913,0.13937535742267756,0.13142599540378044,0.13522729220618912,0.0901954959189243,0.14453913444438396,0.12572167339927395,0.098665427261646,1.0,0.13323631199612393,0.31947808390584803,0.42841196128927944,0.12449940853391377,0.18040768514714853,0.13098059304420087,0.09954431735652933,0.16753924286005445,0.14185000999119818,0.1277328512079123,0.09447988669016613,0.1063662217121419,0.12223772717464317,0.1094006986522529,0.14207771975116146,0.16796203547893557,0.10681357128205156,0.1819765512210356,0.16479027485542586,0.10627703156560007,0.13786986783850164,0.1568367207878687,0.07564582805626768,0.16422565676055603,0.12402016963452533,0.16132988724505287,0.09970460832803416,0.13691498917207034,0.3905817475095182,0.12682248035257196,0.1631620249615407,0.1337079911339097,0.11538613992115339,0.14082730790792758,0.17162743779190648,0.18697499522543382,0.13807878738996882
COALINDIA.NS,0.2990531286239307,0.36949332359212894,0.1727309389782557,0.04524959758801714,0.2646081541175575,0.1817639981614393,0.227479119744582,0.20555608641425954,0.21032330896378693,0.3963226447606846,0.03577509752311443,0.13323631199612393,1.0,0.14032077635805495,0.18144000652646863,0.20126439166586557,0.3032152158773609,0.19194347365779144,0.18123958622809325,0.22618470985822894,0.44908341023077647,0.0050640674047706235,0.20099188670104073,0.24533321481816966,0.11888290213740814,0.4618380446199754,0.22118240999663233,0.4079538038203996,0.18106086307385422,0.334426003440926,0.21019990366120572,0.1744523052216157,0.08273159828955028,0.5335621913119282,0.5211303949691608,0.37844297761641743,0.3728116182677755,0.2372067018471739,0.3705730403693677,0.18403899693583342,0.231557082955989,0.16525785938607146,0.5002091694337617,0.16692952274403966,0.1852111278134426,0.21901486655706898,0.20261465414640517,0.3329105886227896,0.2131960867657161
DIVISLAB.NS,0.17775968716062812,0.18838957033848217,0.26926666697298157,0.22756871618858168,0.1360831589666432,0.23666710502656982,0.20939746079491922,0.20491895856502584,0.16956465679033236,0.17750963613595294,0.0722754910761889,0.31947808390584803,0.14032077635805495,1.0,0.3220924607045454,0.20084855598937684,0.2538157975924565,0.2227876937322161,0.15042396689389748,0.20853686254351916,0.26847723822944064,0.13868881871683045,0.1245219993644377,0.19107160675160112,0.20671469738573922,0.1873781154381893,0.13008969260962572,0.26761874145098297,0.13985125484399274,0.22265000187398293,0.19076135742520045,0.15282668868238697,0.15552252340631897,0.1437281121990976,0.11171239239051879,0.12846239571545123,0.18225718054803336,0.1538138873427955,0.14964258832362204,0.1922404840921807,0.32620212012939165,0.20491474185797687,0.26346589501585044,0.21345561456749199,0.23890852774490093,0.1779538633751077,0.24495269794929486,0.2532184901483223,0.2717661075015243
DRREDDY.NS,0.16710880210674592,0.19213705080369148,0.22588572158273296,0.16517588664841526,0.1765835133761356,0.20069069754182478,0.148726481895444,0.13623425774655085,0.17666567691394755,0.1950391145910539,0.12459511749986023,0.42841196128927944,0.18144000652646863,0.3220924607045454,1.0,0.1937915528554049,0.2511373099790443,0.20316660490409924,0.1800548728156218,0.2096685912402591,0.18565874603594756,0.13377840316902956,0.14739061853895818,0.14317235276775261,0.18284866462189095,0.19632829119080306,0.17967700466325381,0.23256174456540032,0.12213431490611301,0.2283317569616541,0.22850176739254432,0.1502433118075106,0.17763592997370803,0.1841257561283897,0.12631523045012866,0.1490348924991245,0.1961366511284622,0.1672918034684455,0.19668638242933853,0.15739284638772505,0.3803295274463074,0.1683545052973503,0.2058558084978343,0.19611011820625607,0.18479421391829326,0.1783482228477575,0.23701714113000963,0.18979311881516542,0.22832179808006978
EICHERMOT.NS,0.2902848925863329,0.32007640685166105,0.22915980215359832,0.31023798167604655,0.3408022516601411,0.4262225468981521,0.3192066150702269,0.31887111156580694,0.295901216189621,0.27974509918590773,0.2529218848516134,0.12449940853391377,0.20126439166586557,0.20084855598937684,0.1937915528554049,1.0,0.39938002343477486,0.17612431747317836,0.31809760649271246,0.41147737744452434,0.2484596715997205,0.2698597629528528,0.33596564772301013,0.3077521267490653,0.1696445175881386,0.2840813164449668,0.24149632347537997,0.3246250663862016,0.3203732261381848,0.3465099142245846,0.4443426667852522,0.4999979256744851,0.2439474893190338,0.23688436250502487,0.1525181836515651,0.17911203765657369,0.32780443258223524,0.3066533847338989,0.35193604897825626,0.3112030871879782,0.1960274762149894,0.30042862675098747,0.28659774962773193,0.17815664330546696,0.19061689187437933,0.3537855897502768,0.3530678809587265,0.30198820148359296,0.2221455878771563
GRASIM.NS,0.3600625397214901,0.42086892277449195,0.26440498720776934,0.32283472193480506,0.39248252521086596,0.2880556737866987,0.43987460870498873,0.41453201832188874,0.3170300939722984,0.3790370332165911,0.2498206559124532,0.18040768514714853,0.3032152158773609,0.2538157975924565,0.2511373099790443,0.39938002343477486,1.0,0.2338114461465204,0.39415813104168784,0.3465552187434177,0.4152104686949914,0.24122850785697672,0.4048805722039306,0.3110433298697753,0.2600625656302006,0.3665327633898637,0.29574659706431755,0.5122566986200893,0.35150566789561666,0.4298810181393713,0.38200406689261596,0.3399417334830005,0.2610312004326118,0.36100965891506226,0.22353612361110492,0.2893733109930938,0.3799572563405285,0.3438129879762711,0.44302469701911307,0.4841701265791272,0.2823092494798823,0.3637992453746119,0.4598505468234776,0.2550546791675094,0.26492102827762964,0.3788689726084962,0.6357277697049443,0.3492753130740059,0.3065686098282236
HCLTECH.NS,0.1520954083530982,0.2010682464164016,0.22605854143767778,0.17810381584667825,0.19275662788644649,0.18656166697220702,0.26458729418600263,0.2257319523443928,0.2783661039636431,0.15492917803620068,0.15327930734158307,0.13098059304420087,0.19194347365779144,0.2227876937322161,0.20316660490409924,0.17612431747317836,0.2338114461465204,1.0,0.23845927580206983,0.1817620710454839,0.2783516162429905,0.177162446213792,0.20069241450186617,0.1736225568157746,0.6847288502198564,0.1508563902814287,0.182484344194398,0.276750015968334,0.20919656924409735,0.31935620567870726,0.20624850853420518,0.16371344037264285,0.17675594860852675,0.15929417633722912,0.16097536668972875,0.14674781911889967,0.2660649662798216,0.23337191397663837,0.19215551815015944,0.20857929990192953,0.21104686238518147,0.2248932666190688,0.2716451134220333,0.6640976955374581,0.6148141256320908,0.23741916950234407,0.22044130505383577,0.24143634229311145,0.5902016270899907
HDFCBANK.NS,0.289279520705504,0.36288082566517993,0.18995179447308647,0.25588241552588,0.4551326090204212,0.2675546771137617,0.4099994393906662,0.4278217543725641,0.27005000875343,0.27503025091312644,0.16072835216530093,0.09954431735652933,0.18123958622809325,0.15042396689389748,0.1800548728156218,0.31809760649271246,0.39415813104168784,0.23845927580206983,1.0,0.26954851429503607,0.28275515102912,0.20927755807591875,0.5071083986539563,0.36068803130137583,0.2572060980816339,0.25354622126230614,0.21742497152557652,0.3353089217226464,0.49193065390581187,0.40219522531716306,0.3534921519962265,0.3056485224923471,0.18254210472987034,0.24927054788341324,0.12312773418751279,0.2109991856449228,0.3537193294428475,0.297697953496803,0.4108449234828135,0.284125846599359,0.1605730893828176,0.25336956505313724,0.3154246162454315,0.2342967801364894,0.24967065341696867,0.2811769348325426,0.3857680238976332,0.29355122801167327,0.2815484553809275
HEROMOTOCO.NS,0.25288092610918966,0.3029286336926512,0.24226859816218882,0.27810534621073574,0.28511161632724913,0.5255399623875412,0.30678177316066724,0.2838905117503789,0.23095352430952812,0.3070464177712216,0.23784686125910207,0.16753924286005445,0.22618470985822894,0.20853686254351916,0.2096685912402591,0.41147737744452434,0.3465552187434177,0.1817620710454839,0.26954851429503607,1.0,0.2475897839780831,0.2609396493320508,0.2829821936854498,0.27190194938537615,0.16956568312941045,0.31568648956329093,0.20730275180975324,0.29606459280897435,0.2651888780183483,0.34320388895109993,0.4315193810042511,0.444301677406384,0.246522074511947,0.2155610066311695,0.15545544199969102,0.20501959490539695,0.29094624593063134,0.26091175114271176,0.29804484323759345,0.2728287439359302,0.22285205608464898,0.2899383682884552,0.31158386700047036,0.21573289302813223,0.23265913625352258,0.34111918525981794,0.34032356344004755,0.30606233396926547,0.2388146073168086
HINDALCO.NS,0.25329173242852143,0.3189905412338252,0.2100746374929322,0.09670014201228441,0.2695885344259436,0.22869187419775272,0.32274481060706967,0.27015562757040645,0.26387625250488056,0.28232195561368395,0.05143151476500212,0.14185000999119818,0.44908341023077647,0.26847723822944064,0.18565874603594756,0.2484596715997205,0.4152104686949914,0.2783516162429905,0.28275515102912,0.2475897839780831,1.0,0.07492754332291998,0.2864674805517114,0.2758262970231525,0.25645259660788167,0.30856149210244393,0.19955601415976537,0.6281226987621433,0.21886856175408165,0.37137263765657097,0.24018420557354891,0.21959254158636551,0.1341536480898328,0.3495938469192392,0.41154335628087607,0.2774701139981864,0.3501291592008946,0.2839313331461419,0.3526634619271997,0.22282396716369482,0.2714169776102801,0.1906925455178374,0.7122873325947225,0.24246122152532518,0.2734790713400743,0.2784272400389023,0.28047575071599246,0.3824449547746462,0.3202589212811061
HINDUNILVR.NS,0.08488833240175755,0.1402557289130358,0.2009854605038482,0.38737827476298836,0.2171843343167426,0.21126036177981292,0.20874596875449664,0.2179096621520961,0.14929394235516744,0.13329712422370762,0.4887237301745358,0.1277328512079123,0.0050640674047706235,0.13868881871683045,0.13377840316902956,0.2698597629528528,0.24122850785697672,0.177162446213792,0.20927755807591875,0.2609396493320508,0.07492754332291998,1.0,0.18168876198551115,0.18073505089337896,0.1936089412290604,0.10214232936689714,0.32130199796671544,0.12682603348001173,0.23432997389103455,0.1580288139993737,0.2264704263860143,0.2694329300942104,0.5035585790884368,0.07372320353067288,-0.0292361662230691,0.08436079220990454,0.1928994639277066,0.26362405849647547,0.12002684662370283,0.21060345360375457,0.14304795464071557,0.39715050921216977,0.07527511054433675,0.2207127678809347,0.11890827778830701,0.27714175489464943,0.2594890416901484,0.13050132039509094,0.13588826677982266
ICICIBANK.NS,0.2870406170975234,0.35813961045605247,0.2247443179054168,0.24677685602515437,0.5881330784568407,0.23221250854128983,0.41235015815697773,0.40997226163240075,0.3214945718589476,0.24292216437515118,0.1581127471170028,0.09447988669016613,0.20099188670104073,0.1245219993644377,0.14739061853895818,0.33596564772301013,0.4048805722039306,0.20069241450186617,0.5071083986539563,0.2829821936854498,0.2864674805517114,0.18168876198551115,1.0,0.3306276543334139,0.24875381359028767,0.23817928436723174,0.2581878284549399,0.3829569797039126,0.45682225271580107,0.4011176917945443,0.35307641329044664,0.3107210124406419,0.17111852910824693,0.2882517741312823,0.1757068246487267,0.22131047227911527,0.3307221383121141,0.29683968314815334,0.5249786096841362,0.3178988401914983,0.20338871342287648,0.24187103582158423,0.3532475790910962,0.22054553077339673,0.22489318380582088,0.27340572425717247,0.398683362388077,0.2844131209727536,0.2570940830892864
INDUSINDBK.NS,0.27303516768673514,0.3570602029449578,0.1823998100607554,0.23617325150271823,0.3953742024005512,0.2488455272258433,0.38621340354443096,0.3657534430749546,0.23237562472115886,0.27175405799647795,0.12416675791672294,0.1063662217121419,0.24533321481816966,0.19107160675160112,0.14317235276775261,0.3077521267490653,0.3110433298697753,0.1736225568157746,0.36068803130137583,0.27190194938537615,0.2758262970231525,0.18073505089337896,0.3306276543334139,1.0,0.18827947405836817,0.28252706599257166,0.19350764278975838,0.3202680575291993,0.3036041911919889,0.33457369131545667,0.35420024482085816,0.3264501000671026,0.14206365664425302,0.267749628687693,0.16626851571965343,0.20095838863346036,0.3177706140370534,0.28675609344752656,0.4434389916349452,0.22193321439857872,0.1786370481119462,0.23990393709897945,0.34255129459366607,0.19389271349281215,0.1636179012813801,0.2635904972608562,0.3097462104875953,0.31017682558950616,0.23079626866810773
INFY.NS,0.1539811689344417,0.19244604035682453,0.1853966560203518,0.18360124104164405,0.1976443999364978,0.14172020124819829,0.307244371301529,0.2729444729914411,0.25780061467655235,0.16591746386004716,0.138467630052075,0.12223772717464317,0.11888290213740814,0.20671469738573922,0.18284866462189095,0.1696445175881386,0.2600625656302006,0.6847288502198564,0.2572060980816339,0.16956568312941045,0.25645259660788167,0.1936089412290604,0.24875381359028767,0.18827947405836817,1.0,0.15098513830075747,0.17628998972366308,0.259298816852493,0.19076288802418204,0.31857454292376974,0.25055673938690975,0.15490975840460963,0.15213383781242062,0.1173489990075177,0.13450503173300404,0.10057763498274022,0.2646550776333258,0.23736432008649153,0.1909038953542481,0.20633349132482512,0.20089216606183216,0.2693147000994988,0.22541011411075573,0.7249707481155578,0.6736679359701216,0.24803193538969454,0.2348626167880608,0.24075847385057017,0.6404818162170856
IOC.NS,0.3475026920902026,0.42148089591168614,0.16586435020752927,0.19979486319402004,0.2767360008560153,0.26731992838375485,0.2750586853051951,0.24983558118677449,0.20209464737448574,0.7878472323194429,0.12015390572679564,0.1094006986522529,0.4618380446199754,0.1873781154381893,0.19632829119080306,0.2840813164449668,0.3665327633898637,0.1508563902814287,0.25354622126230614,0.31568648956329093,0.30856149210244393,0.10214232936689714,0.23817928436723174,0.28252706599257166,0.15098513830075747,1.0,0.21238007849452234,0.33939444171588223,0.2239313107543465,0.4052706587601973,0.30796053237302257,0.25317219543093383,0.10335519716715902,0.4948846952174033,0.43648008714406755,0.4013795921007053,0.3697917710427427,0.27060748815480834,0.46278438221929946,0.25635700839947373,0.23276224374280544,0.22588102221294207,0.40603967309406536,0.21333903911105262,0.20198070453848127,0.27348530266505244,0.32581178867391897,0.3393705307774971,0.2598465499415791
ITC.NS,0.1546287369207178,0.23966861211424928,0.15535741030011968,0.2317925737504993,0.2453587985642831,0.1803410362282937,0.23605558059201742,0.2546377962532532,0.23514052852119555,0.2236898585523835,0.32126719071973986,0.14207771975116146,0.22118240999663233,0.13008969260962572,0.17967700466325381,0.24149632347537997,0.29574659706431755,0.182484344194398,0.21742497152557652,0.20730275180975324,0.19955601415976537,0.32130199796671544,0.2581878284549399,0.19350764278975838,0.17628998972366308,0.21238007849452234,1.0,0.3031739830413196,0.27881829740504227,0.2561259800719098,0.2321530121818377,0.22416374424754987,0.2918852926322167,0.20529399347112456,0.14365866086549423,0.1574254201344611,0.3019468026079466,0.18405223472176543,0.2741508552679585,0.21336257504435593,0.19525977977158313,0.31795584781331737,0.2552427352397321,0.16811138510548645,0.1842632728414682,0.277188835603185,0.24362854135019138,0.23198585755577175,0.18343876135490916
JSWSTEEL.NS,0.320147795059211,0.38518643367983463,0.23665860365256244,0.1864082089632308,0.36074986005628146,0.26710605135088455,0.36715265769802374,0.3499170949277735,0.30851368377143523,0.3482824300234549,0.152372679371628,0.16796203547893557,0.4079538038203996,0.26761874145098297,0.23256174456540032,0.3246250663862016,0.5122566986200893,0.276750015968334,0.3353089217226464,0.29606459280897435,0.6281226987621433,0.12682603348001173,0.3829569797039126,0.3202680575291993,0.259298816852493,0.33939444171588223,0.3031739830413196,1.0,0.31624882044079833,0.4205544597351371,0.3386332266920073,0.27461988936754866,0.18831853100118232,0.4027150215124985,0.3584490555242127,0.31636894083469674,0.3710798321232763,0.31163942321857396,0.4126429736994116,0.32702346156164513,0.25270459816058544,0.2618488234093282,0.7835143975231565,0.25096479348550366,0.28214832943831086,0.3316729057160418,0.4190755849596347,0.4105710164307542,0.322870147789595
KOTAKBANK.NS,0.22753789797145188,0.27665674782616795,0.2011156787294035,0.21253783843456128,0.41538455788395384,0.23741142270729254,0.36727496689707995,0.3955944322585721,0.2998731405689836,0.22842720705732142,0.19896910158586942,0.10681357128205156,0.18106086307385422,0.13985125484399274,0.12213431490611301,0.3203732261381848,0.35150566789561666,0.20919656924409735,0.49193065390581187,0.2651888780183483,0.21886856175408165,0.23432997389103455,0.45682225271580107,0.3036041911919889,0.19076288802418204,0.2239313107543465,0.27881829740504227,0.31624882044079833,1.0,0.3359152128144566,0.3143285243803179,0.29871886343518644,0.21047694687494337,0.2433585924654449,0.15451099142637442,0.20785305940819349,0.32795497636164944,0.2915894796630479,0.38358139857677265,0.25765837844268835,0.19736349343808682,0.24934568475427876,0.26106628520558495,0.18281080326156993,0.22049695393774518,0.28481881637022965,0.32186292621742674,0.22105696166756994,0.2471003686455163
