Optimized Portfolio Return,Optimized Portfolio Risk,Optimized Sharpe Ratio,Risk-Free Rate,Exact Weight Sum,Displayed Weight Sum
0.3034735879505968,0.1515466006288455,1.606592209526961,0.06,1.0000000000000069,0.9999999999999989
