Strategy,Expected Return,Risk,Sharpe Ratio
Historical Mean Optimization,0.3034735879728637,0.15154660064270656,1.6065922095269467
Black-Litterman Optimization,0.16850922245204505,0.13744719866206845,0.7894611422298164
