,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SUNPHARMA.NS,TATACONSUM.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,WIPRO.NS
BRITANNIA.NS,4.596866785471399e-05,4.7209425734321374e-05,3.878759448739435e-05,6.17039529335287e-05,3.547517208412179e-05,3.599631860185989e-05,4.6802749434806256e-05,5.108851863454396e-05,2.8537124859071302e-05,3.385781555717223e-05,0.00016144520997949226,1.7967996700108042e-05,8.349647610063214e-06,1.5455396911472975e-05,2.1805324132407108e-05,5.3211817830944726e-05,4.693438132901749e-05,2.9856220970658038e-05,2.6774844292930468e-05,4.8075608800648786e-05,1.3666230499209418e-05,7.889495050335476e-05,2.596211057652715e-05,3.3593084940011366e-05,2.7280702019023103e-05,2.6381219492767664e-05,5.150964897747136e-05,3.458908023096885e-05,3.6305730658672975e-05,3.677300514933309e-05,4.72709660838806e-05,4.025562437670122e-05,7.536342886297098e-05,1.813833712443431e-05,-6.926428482206168e-06,1.716122772940327e-05,3.079324568621108e-05,3.067195277159223e-05,2.44164157250214e-05,4.4813797120964646e-05,2.7105992171028396e-05,7.600268569566821e-05,2.8962469136735507e-05,2.9350105174131718e-05,2.3719776165885267e-05,4.52210721005623e-05,4.6870682376082685e-05,3.5638318241160475e-05,2.9564615527844423e-05
CIPLA.NS,5.2496075337883406e-05,5.141219337186697e-05,5.641704598084411e-05,2.7224722075214443e-05,3.054891065894049e-05,2.844465444950666e-05,3.273128866956767e-05,2.291723601186903e-05,2.867450335780819e-05,3.203461380245179e-05,1.7967996700108042e-05,0.0002054206751802205,3.507675565142654e-05,7.706189362974923e-05,8.457316911303982e-05,2.9545984676568245e-05,3.823202322596119e-05,2.8778473488594244e-05,1.870511697463413e-05,3.819912460686274e-05,4.251657685377903e-05,2.3259366485322597e-05,1.749935206878333e-05,3.246069195599625e-05,2.716577148559746e-05,2.7094838347626642e-05,2.569553633882551e-05,4.300832535556957e-05,2.1984949499734647e-05,4.036426864659244e-05,4.1695900127153837e-05,2.2327419931141887e-05,2.3562973266199905e-05,3.5946163097088804e-05,2.108056376386516e-05,3.776846170940689e-05,2.513055525253083e-05,3.344047495963575e-05,2.2373419706737647e-05,3.01355197346103e-05,7.290171957260105e-05,2.628421763700704e-05,4.674748066992826e-05,2.54263347862461e-05,2.8247568402459346e-05,3.0494076489224574e-05,3.5726289971234656e-05,4.8478487457265185e-05,3.163121653592446e-05
COALINDIA.NS,0.0001694165044924976,0.00016013056116273678,5.3941346406136513e-05,1.1836541937834112e-05,7.43302544861261e-05,5.0417338589422086e-05,7.056558622857823e-05,6.693609762007185e-05,5.347496672991134e-05,0.00012942282920133045,8.349647610063214e-06,3.507675565142654e-05,0.00033740341724125636,4.337837179086819e-05,4.590465544123875e-05,6.121400395050613e-05,8.235233181187163e-05,5.40488942682185e-05,4.3646525781629195e-05,6.609258944456057e-05,0.00017250774344831893,1.1818093324404165e-06,4.77104809139547e-05,9.595399313974676e-05,3.386014687155339e-05,0.00014659151619747596,5.126665203198729e-05,0.00013387671661311694,4.776131603444424e-05,9.506800031676584e-05,6.816272598933656e-05,4.6970858705901645e-05,1.8121110474089273e-05,0.0001567265223247469,0.0001861213981629188,0.00011154276410019132,9.68170540371227e-05,6.30140254769886e-05,0.0001065721238644268,5.191468334662479e-05,5.539066260202499e-05,4.389485280751394e-05,0.000183672202970055,4.068292884403193e-05,5.8109503218754686e-05,6.0779184084523024e-05,5.405361134934114e-05,0.00011062309408193106,6.259228726423697e-05
DIVISLAB.NS,9.226615759943047e-05,7.480425064725893e-05,7.704350534880736e-05,5.4541172551714276e-05,3.5024227867205575e-05,6.014669093530008e-05,5.951475043755837e-05,6.113838745357467e-05,3.95002863018958e-05,5.311115263412591e-05,1.5455396911472975e-05,7.706189362974923e-05,4.337837179086819e-05,0.0002832390042212893,7.466310199900663e-05,5.596987629295529e-05,6.316046952983415e-05,5.747863583295728e-05,3.319062622069374e-05,5.5830838521276895e-05,9.449108700275991e-05,2.9654539037849043e-05,2.708215027149999e-05,6.847068135125321e-05,5.394393037959663e-05,5.449288343638457e-05,2.7626702403744214e-05,8.046599402415652e-05,3.3800245706331266e-05,5.79907618437926e-05,5.66769711288144e-05,3.770099234226367e-05,3.121105713692738e-05,3.868129112950431e-05,3.6555526708293054e-05,3.469115500834098e-05,4.336594994183411e-05,3.7437566260467296e-05,3.9430002322680975e-05,4.96851944976368e-05,7.149358266745755e-05,4.986851873559018e-05,8.863759875729725e-05,4.766377469867806e-05,6.867735005131905e-05,4.524707216885058e-05,5.987394586279564e-05,7.709308032249516e-05,7.310358547293311e-05
DRREDDY.NS,7.0987338708207e-05,6.243857065280257e-05,5.2895001107069556e-05,3.239895248144267e-05,3.719518749398389e-05,4.1742023113908195e-05,3.4595046759150164e-05,3.3265233861156197e-05,3.368135084892771e-05,4.775929649633137e-05,2.1805324132407108e-05,8.457316911303982e-05,4.590465544123875e-05,7.466310199900663e-05,0.00018971334493475688,4.419700976577894e-05,5.114584403014764e-05,4.2898290807287595e-05,3.2514396647277876e-05,4.5940646629287906e-05,5.347751244520556e-05,2.3410362978335924e-05,2.6234893829001296e-05,4.198943848502617e-05,3.905129446523411e-05,4.672789527316791e-05,3.122849625974544e-05,5.722773330262649e-05,2.415814600575297e-05,4.867151232182863e-05,5.556204268210413e-05,3.0333403186044907e-05,2.917550686346142e-05,4.055516708691883e-05,3.38282727211643e-05,3.293844650384088e-05,3.819402109297348e-05,3.3324154126826e-05,4.2414885119856367e-05,3.3291973753155485e-05,6.822016045585794e-05,3.353130216545578e-05,5.66799050880499e-05,3.583878378105496e-05,4.347530700842093e-05,3.711284593287948e-05,4.741413367559734e-05,4.729038584523297e-05,5.026470884189617e-05
EICHERMOT.NS,0.00014824025941754894,0.0001250419272033326,6.450961540075323e-05,7.315423139135083e-05,8.629769927400504e-05,0.00010657193098231559,8.926016043588399e-05,9.360080631963465e-05,6.781788364545153e-05,8.234909947142045e-05,5.3211817830944726e-05,2.9545984676568245e-05,6.121400395050613e-05,5.596987629295529e-05,4.419700976577894e-05,0.0002741689114560365,9.77790049110425e-05,4.4706137762861125e-05,6.90544045554832e-05,0.00010838516745475784,8.603434460315632e-05,5.6770201731372086e-05,7.188934158874655e-05,0.00010850309618765521,4.3555563188593796e-05,8.128233448205382e-05,5.045791024363091e-05,9.603078578434058e-05,7.618022987602931e-05,8.879414925669376e-05,0.0001298873393165357,0.00012135407250127493,4.816639154213409e-05,6.272320005815329e-05,4.910275867818733e-05,4.758828913530453e-05,7.673820084730778e-05,7.34331904220034e-05,9.123635360749591e-05,7.913317917967468e-05,4.2269762188816996e-05,7.193283089803287e-05,9.486345278508918e-05,3.913951558668881e-05,5.39108073374459e-05,8.85025481849551e-05,8.490757523088588e-05,9.045707362789862e-05,5.8791379463000376e-05
GRASIM.NS,0.0001641953069229077,0.0001468215894130146,6.646556852271756e-05,6.797759429567648e-05,8.874791410317446e-05,6.431672411948036e-05,0.00010983879026288261,0.00010865846424126943,6.488421271704776e-05,9.96366411856978e-05,4.693438132901749e-05,3.823202322596119e-05,8.235233181187163e-05,6.316046952983415e-05,5.114584403014764e-05,9.77790049110425e-05,0.00021862526169153914,5.299741223189364e-05,7.640865249781811e-05,8.151497510699681e-05,0.00012838825907490384,4.531604513734176e-05,7.736377231449554e-05,9.792713036213889e-05,5.9624220542982535e-05,9.364991012785376e-05,5.517972858126654e-05,0.0001353184905355122,7.463790895687385e-05,9.836894681735933e-05,9.971439468057735e-05,7.367696113326608e-05,4.602366998029854e-05,8.535946882902764e-05,6.426478373547893e-05,6.865542465468307e-05,7.942781237813964e-05,7.352042020214527e-05,0.00010255885655156622,0.00010993950428476883,5.435994775431353e-05,7.778371844150672e-05,0.00013592017541904007,5.0036599528607e-05,6.690706068212298e-05,8.463417074982853e-05,0.00013652131958930808,9.342465786146759e-05,7.245105440714268e-05
HCLTECH.NS,7.190969661570865e-05,7.272355607116665e-05,5.891644807056043e-05,3.8881886732973374e-05,4.518930928766587e-05,4.3187538292401096e-05,6.84990244546815e-05,6.134611624798661e-05,5.9066801602814244e-05,4.222398371233037e-05,2.9856220970658038e-05,2.8778473488594244e-05,5.40488942682185e-05,5.747863583295728e-05,4.2898290807287595e-05,4.4706137762861125e-05,5.299741223189364e-05,0.00023500518813086073,4.7926401902215306e-05,4.432581948345034e-05,8.923584005118323e-05,3.450512399761452e-05,3.975852021413206e-05,5.667308276643002e-05,0.00016276163825184486,3.996196446915728e-05,3.529994012594333e-05,7.579589873861433e-05,4.6054306125425454e-05,7.576587907171455e-05,5.581735350929961e-05,3.678748593442488e-05,3.231107584723633e-05,3.905002666253654e-05,4.798144377695248e-05,3.609745584962293e-05,5.766524020184077e-05,5.173957343106066e-05,4.611971846420687e-05,4.910384993774425e-05,4.2132902374052714e-05,4.985307065446551e-05,8.324490653095531e-05,0.00013507501338139277,0.00016098592600949173,5.49871281942358e-05,4.908070837603018e-05,6.695527873921201e-05,0.00014461254930121318
HDFCBANK.NS,0.00011696938244931473,0.00011224804670186263,4.233915541889032e-05,4.777467076697761e-05,9.125307128642592e-05,5.2970215276052324e-05,9.077825263078019e-05,9.943517772024934e-05,4.900658659691983e-05,6.410466103825534e-05,2.6774844292930468e-05,1.870511697463413e-05,4.3646525781629195e-05,3.319062622069374e-05,3.2514396647277876e-05,6.90544045554832e-05,7.640865249781811e-05,4.7926401902215306e-05,0.00017188728790561365,5.621776915802666e-05,7.752454908118465e-05,3.4859225827904526e-05,8.591781261895075e-05,0.0001006898225350187,5.2287495637844266e-05,5.744118816071046e-05,3.597004109679772e-05,7.853917154357332e-05,9.26195626180592e-05,8.160530115448048e-05,8.181658635750566e-05,5.873828054515588e-05,2.8538003596552117e-05,5.226074047156289e-05,3.1387225744559225e-05,4.4388336717374316e-05,6.556444054133538e-05,5.6446011439997856e-05,8.433247892163422e-05,5.7205559261770905e-05,2.7415640387906187e-05,4.8034476413282354e-05,8.26674441981637e-05,4.0756090770861694e-05,5.59106737033163e-05,5.569396066587459e-05,7.345599225705601e-05,6.962243932823081e-05,5.899862405448737e-05
HEROMOTOCO.NS,0.00012406905872246407,0.00011369673768269382,6.552225300948011e-05,6.300274980639674e-05,6.936132105602197e-05,0.0001262460627459238,8.241779960258261e-05,8.006099328701751e-05,5.08543091183652e-05,8.683725454720299e-05,4.8075608800648786e-05,3.819912460686274e-05,6.609258944456057e-05,5.5830838521276895e-05,4.5940646629287906e-05,0.00010838516745475784,8.151497510699681e-05,4.432581948345034e-05,5.621776915802666e-05,0.0002530635358116581,8.236720908786367e-05,5.273853473175014e-05,5.817473634074738e-05,9.209988152874445e-05,4.182610760829037e-05,8.677910651336116e-05,4.161304398636445e-05,8.414350238093062e-05,6.058248062745526e-05,8.449413570421015e-05,0.00012118665312544678,0.00010360239318184047,4.676374187525375e-05,5.48362439599491e-05,4.808347863954003e-05,5.2333088994334426e-05,6.543577205084653e-05,6.0026629200443244e-05,7.42320509343383e-05,6.665159133571163e-05,4.6167375133105996e-05,6.669560431926821e-05,9.908474516309989e-05,4.5533965516315146e-05,6.321792621081043e-05,8.198369035960987e-05,7.862957522390843e-05,8.807813819857027e-05,6.072150508962926e-05
HINDALCO.NS,0.00016336555274888668,0.00015739014702848307,7.468912591001636e-05,2.87984648285995e-05,8.621759808329275e-05,7.221956840606146e-05,0.00011398370994429492,0.00010015581585508456,7.638279226398398e-05,0.00010496361052707642,1.3666230499209418e-05,4.251657685377903e-05,0.00017250774344831893,9.449108700275991e-05,5.347751244520556e-05,8.603434460315632e-05,0.00012838825907490384,8.923584005118323e-05,7.752454908118465e-05,8.236720908786367e-05,0.00043733444861843103,1.9907720579619808e-05,7.741813434627267e-05,0.00012282152272743462,8.315888264549881e-05,0.00011150464581114251,5.2660053673864595e-05,0.00023467707098974452,6.57305382108544e-05,0.00012019221197380192,8.867291558442225e-05,6.731339236918506e-05,3.3453994879598103e-05,0.00011691045079406929,0.00016733916699628067,9.310848702576332e-05,0.00010351965403427137,8.587281430346398e-05,0.00011546819371745646,7.156066363873354e-05,7.391755719674553e-05,5.7665663807063697e-05,0.0002977687465193361,6.727496084852567e-05,9.768689109856854e-05,8.796807697617006e-05,8.518856188190296e-05,0.000144683576011932,0.00010704710706684323
HINDUNILVR.NS,3.3262418953879314e-05,4.204232259926415e-05,4.3412495419434586e-05,7.008802805461126e-05,4.2197755670438004e-05,4.053111295686502e-05,4.478865003781193e-05,4.908005003737579e-05,2.6254500756249817e-05,3.010795391034722e-05,7.889495050335476e-05,2.3259366485322597e-05,1.1818093324404165e-06,2.9654539037849043e-05,2.3410362978335924e-05,5.6770201731372086e-05,4.531604513734176e-05,3.450512399761452e-05,3.4859225827904526e-05,5.273853473175014e-05,1.9907720579619808e-05,0.00016141593203859782,2.9830586602427888e-05,4.889309721407491e-05,3.814110840559167e-05,2.242453000573136e-05,5.1510558387105156e-05,2.8787300169332973e-05,4.275412312264002e-05,3.107198950335463e-05,5.0795401369726494e-05,5.017656443106286e-05,7.628898794402035e-05,1.4978216669935645e-05,-7.222187932269639e-06,1.7198083831732518e-05,3.464909588976287e-05,4.843884415682507e-05,2.3875180147252012e-05,4.109077204458208e-05,2.366783884940263e-05,7.296339917701252e-05,1.911796441813092e-05,3.720531425378712e-05,2.5804214064691532e-05,5.3196332708717703e-05,4.788189665014301e-05,2.9993804691718304e-05,2.759446720129539e-05
