Date,Optimized Portfolio,Equal Weight Portfolio,NIFTY 50 Benchmark
2025-01-23,0.009870673760245459,0.005447524690046292,0.0021593282262408753
2025-01-24,-0.008889637329840726,-0.005917756861683737,-0.004876047658393667
2025-01-27,-0.02095979834704606,-0.014421786570197149,-0.011391241935562957
2025-01-28,-0.015735983771369824,0.0001322935716457465,0.005611229817278129
2025-01-29,0.016247357999613993,0.012469236388166171,0.008966649288351114
2025-01-30,0.015791364223309415,0.00630630645406651,0.003730087599762788
2025-01-31,-0.00839139610037391,0.01528178075908491,0.011135740150325812
2025-02-01,0.012808798830621514,-0.0014601800487933352,-0.0011166221250199504
2025-02-03,0.02834061889831135,-0.0034483722725050033,-0.005157091976693451
2025-02-04,0.014384792783298508,0.013415531779447099,0.016189306820631133
2025-02-05,-0.0006072140752367873,8.859091371405555e-05,-0.001809207062143936
2025-02-06,-0.010405779932049802,-0.0037698338568833306,-0.003922602634608197
2025-02-07,0.014590262057271316,0.0026286517860877046,-0.0018387386257991967
2025-02-10,-0.013634262430603226,-0.009777800128320262,-0.007570033692307909
2025-02-11,-0.011152513852837666,-0.015434753587467308,-0.013249684936046169
2025-02-12,-0.007419385220281465,0.001164812289257358,-0.0011507892904301098
2025-02-13,0.0028907032216823336,0.0010623547733460143,-0.0006009745771905495
2025-02-14,-0.014658687600324731,-0.009817511716908827,-0.004435266153706374
2025-02-17,-0.010184725695918622,0.005497456610632759,0.0013192755977626813
2025-02-18,-0.010295880552413846,0.00015243028801900917,-0.0006184463402948426
2025-02-19,0.00020764281852215608,0.00029305694036058886,-0.0005404326900405598
2025-02-20,0.010437089549574433,0.00305767989762339,-0.0008612081186238907
2025-02-21,-0.027209814138213464,-0.006091393874611149,-0.005117148798882476
2025-02-24,-0.004449391016505128,-0.00886221583281276,-0.010640105330068539
2025-02-25,0.012654521297009974,-0.002525874093797555,-0.00025711604818956513
2025-02-27,-0.009140610823979413,-0.00228963301497185,-0.00011087678764998277
2025-02-28,-0.03725675659707827,-0.025123945577328118,-0.018644959666695105
2025-03-03,0.012219724986109983,0.0020429798930952157,-0.00024400049223838316
2025-03-04,-0.007233157111526357,-0.0031354796556389247,-0.0016569416451024388
2025-03-05,0.017078192527136358,0.017189971134652343,0.011531695069225467
2025-03-06,0.006390660527858954,0.011823945707828052,0.009284847776867
2025-03-07,0.0006172041772433755,-0.001294993574994396,0.00034601398645017767
2025-03-10,-0.006783857568533192,-0.006885231542191616,-0.004088203913091726
2025-03-11,0.0066214420539382176,-0.0027557734666587225,0.0016740474556060647
2025-03-12,0.0036636402567695363,-0.0028376083903333582,-0.0012179087892316698
2025-03-13,-0.005909192703357262,-0.004618948144379406,-0.003262089461738671
2025-03-17,0.008253402702623676,0.006582693704770688,0.004980568336268254
2025-03-18,2.6648970441087005e-17,5.7528626738184587e-05,0.01446329899483545
2025-03-19,0.012559187689675662,0.01864677509649279,0.0032100316461272094
2025-03-20,0.019256660471402627,0.010985703344705779,0.012356195589090069
2025-03-21,0.003378097031529938,0.008335418875378564,0.0068885519512889015
2025-03-24,0.008518635270211232,0.01104631974378566,0.013188177230298859
2025-03-25,-0.0029341638843260924,-0.0025754723670047682,0.00043539728764163677
2025-03-26,-0.0005457074238496956,-0.006723292382562273,-0.007681079328545448
2025-03-27,-0.0007958049313111052,0.006690417733078829,0.004474827877002596
2025-03-28,-0.0071137832426005675,-0.00515431833885325,-0.0030773044101545244
2025-04-01,-0.020181728399033826,-0.0077215955079877685,-0.015036571865236992
2025-04-02,0.017299673296587544,0.008233435360867979,0.0071938424586863725
2025-04-03,0.0053591331508885745,-0.00044650271213088555,-0.0035251486188494496
2025-04-04,-0.021609246657859325,-0.021766391741332252,-0.014866619775066536
2025-04-07,-0.03656495775794089,-0.028623683938354474,-0.03243254628305536
2025-04-08,0.02034666087818098,0.019160869115601834,0.016887318902814252
2025-04-09,-0.0007329178669874191,-0.0038640914754164957,-0.006065856008070525
2025-04-11,0.02926731345412649,0.020236723703261423,0.019170387409190415
2025-04-15,0.027142274323636563,0.020338213851579655,0.02190239778210845
2025-04-16,0.007699858336131746,0.005536361815248015,0.004657316201027051
2025-04-17,0.006185402586640914,0.01017886844125356,0.017683476937954135
2025-04-21,0.022830803832545182,0.013840182013607278,0.011483498464016417
2025-04-22,-0.0005519509900576156,-0.002104040397969352,0.0017284255654137493
2025-04-23,0.003409405705618044,0.009262762767693888,0.006690840652122221
2025-04-24,0.012342003372465061,0.0010313325954939665,-0.0033807460922566923
2025-04-25,-0.02080080369261914,-0.01128889107211609,-0.00855166336268387
2025-04-28,0.004669368080921896,0.010762571925428666,0.012028211882747275
2025-04-29,0.003580707889492143,-0.003226373218630126,0.0003061930965739812
2025-04-30,0.006251902391513188,-0.0018196789952804491,-7.191007773188485e-05
2025-05-02,-0.005258476496967493,-0.0029977815975385526,0.0005136803511647248
2025-05-05,0.00873918250777852,0.008105435188929644,0.004700890697612925
2025-05-06,0.008649351993216873,-0.0039184851424689995,-0.0033338898599493128
2025-05-07,0.001238927207629264,0.0006895344544380784,0.0014274549954715887
2025-05-08,-0.01691449114413498,-0.009921473412268454,-0.005758880297096702
2025-05-09,-0.008079081938766792,-0.005785522962773595,-0.0109501096942064
2025-05-12,0.014394115094326594,0.03289425433857624,0.038183073090219954
2025-05-13,-0.007333529916696375,-0.010621426917620474,-0.01389583907654357
2025-05-14,0.009467900382129824,0.005778754951939403,0.0036027960647213586
2025-05-15,0.009873172581591635,0.015820635697371604,0.01602143814146184
2025-05-16,-0.0046596195457519664,-0.00018306881398991325,-0.0016877607536591732
2025-05-19,0.0155863163359332,-0.0007974717454067539,-0.0029717088137536374
2025-05-20,-0.013092606971471821,-0.011340657968141186,-0.010484831354666824
2025-05-21,0.009795224447531404,0.0050218977213867914,0.00524831270888626
2025-05-22,-0.0032175813252408544,-0.008311329579683464,-0.008211272774042211
2025-05-23,-6.793964202247678e-05,0.008847747964024774,0.009892488718005854
2025-05-26,0.018268760507248002,0.006966635274264527,0.005954979456279652
2025-05-27,-0.005859036318850179,-0.005907206043280378,-0.0069977248703164685
2025-05-28,-0.002436717540428895,-0.005364093586831883,-0.0029706520659956714
2025-05-29,0.002082250044958352,0.0036076098076305565,0.003278479228775888
2025-05-30,-0.0018506610398317446,-0.006953115130319776,-0.00333823496911434
2025-06-02,-0.002494241325179358,-0.0005976004765661752,-0.0013777230725331435
2025-06-03,-0.003389392205410738,-0.007305218740633492,-0.007043833380258491
2025-06-04,0.010731044511720467,0.001959258603073226,0.003165904807986175
2025-06-05,0.0039441422112432185,0.0022578051571009883,0.005308696762106768
